effect	estimate	se	df	t_value	p_value	roi	atlas
(Intercept)	0.248187870323227	0.0862944546535535	3990.51626217379	2.87605815830957	0.00404809554831293	68	Glasser
condition2	0.177017848837207	0.111768183065997	3242.96775957376	1.58379463619518	0.113337966750725	68	Glasser
task2	-0.294784360478507	0.0884097540214526	3935.58700290425	-3.33429680628879	0.000863066880218781	68	Glasser
task3	-0.714961393801667	0.0901256969184715	3749.51404723851	-7.93293609089567	2.80197595749593e-15	68	Glasser
condition2:task2	-0.0221859926049125	0.115121582069386	3242.96775942767	-0.1927179266138	0.847191950658632	68	Glasser
condition2:task3	-0.598632522065555	0.120859156063692	3242.96775980884	-4.95314166971413	7.67594643589562e-07	68	Glasser
(Intercept)	0.473018715068093	0.115381254438918	3988.22950138179	4.09961494497797	4.2207892088596e-05	69	Glasser
condition2	0.910990337209083	0.148635714154911	3219.73711035243	6.12901375950353	9.9148498700566e-10	69	Glasser
task2	-0.350224547257092	0.11809524547686	3920.59775596345	-2.96561090027723	0.00303904402330685	69	Glasser
task3	-1.10113315489504	0.120193110410916	3726.72668810913	-9.16136666345094	8.25376962639011e-20	69	Glasser
condition2:task2	-0.0581550964158688	0.153095255699223	3219.73710953156	-0.379862172411944	0.704072781998936	69	Glasser
condition2:task3	-1.57516591791774	0.160725409332987	3219.73711259244	-9.80035406009975	2.29794912644116e-22	69	Glasser
(Intercept)	0.522643631109442	0.118278019941231	3991.81786413124	4.41877223992361	1.01897725021599e-05	70	Glasser
condition2	0.345190313953514	0.153894295157822	3238.68472742252	2.24303515344422	0.024961907786244	70	Glasser
task2	-0.263982889241927	0.12126643403582	3944.37481252882	-2.17688341659284	0.0295483749987518	70	Glasser
task3	-1.08619506024159	0.123792420903056	3758.75708512903	-8.77432602349876	2.56235458642836e-18	70	Glasser
condition2:task2	0.124618540154133	0.158511610764578	3238.68472771487	0.786179255595455	0.431819993684431	70	Glasser
condition2:task3	-0.98776459151257	0.166411711504769	3238.6847272936	-5.93566752352199	3.23584943618081e-09	70	Glasser
(Intercept)	0.285348534402383	0.13414050522242	3993.74146768296	2.12723616874145	0.033461577511596	71	Glasser
condition2	0.504212651162839	0.175864937877654	3219.34485584922	2.86704477451675	0.00417016152604987	71	Glasser
task2	-0.165023209419824	0.137676748299215	3956.53277689884	-1.19862802875891	0.230744401611856	71	Glasser
task3	-0.831183261455779	0.140878326941008	3769.3068509121	-5.90000803887907	3.95501704221564e-09	71	Glasser
condition2:task2	-0.00229878430731633	0.181141442256916	3219.34485516405	-0.0126905487704792	0.989875465190455	71	Glasser
condition2:task3	-1.15084441494237	0.190169396960995	3219.34485722359	-6.05168041405954	1.59844400986687e-09	71	Glasser
(Intercept)	0.30353750170962	0.140244629346235	3987.73327450389	2.16434314186998	0.0304971890717573	72	Glasser
condition2	0.381971639534805	0.182280721089546	3242.72208954637	2.09551310336961	0.036202763695382	72	Glasser
task2	-0.410318530850534	0.143769188373389	3939.10242074658	-2.85400881435652	0.0043396733552952	72	Glasser
task3	-0.755860971082135	0.146710729742385	3755.32274834191	-5.15204969949628	2.70907007105566e-07	72	Glasser
condition2:task2	-0.0696792913078499	0.187757363562174	3242.72208976013	-0.371113494490331	0.710577243605559	72	Glasser
condition2:task3	-0.95331237772378	0.197107025570553	3242.72208885971	-4.83652155454271	1.38284598307752e-06	72	Glasser
(Intercept)	0.535662192694433	0.113640256860835	3984.39236034477	4.71366580375129	2.51612082052494e-06	73	Glasser
condition2	0.685799825581514	0.13931923850499	3239.96434618795	4.92250627365402	8.97111807243948e-07	73	Glasser
task2	0.201180795123802	0.114591277308734	3770.67014008696	1.75563794949049	0.0792314367997152	73	Glasser
task3	0.150817308099651	0.115166161671422	3600.07291169396	1.30956268673731	0.190427383990314	73	Glasser
condition2:task2	0.182574068894398	0.143499256312738	3239.96434746466	1.27229975670746	0.203357937108564	73	Glasser
condition2:task3	-0.316856788179946	0.150651152476968	3239.96434435594	-2.10324835203891	0.0355209855004169	73	Glasser
(Intercept)	0.760467930258731	0.114572775144734	3981.73745234536	6.63742262765363	3.62231877198369e-11	74	Glasser
condition2	1.2002802441861	0.142550854422916	3221.05145246189	8.42001438044801	5.58946695108632e-17	74	Glasser
task2	-0.195836649195464	0.11619381573251	3816.63931856751	-1.68543091524165	0.0919872091836623	74	Glasser
task3	-0.648924226020671	0.117161643104033	3630.96135683904	-5.5387088199545	3.26341999065228e-08	74	Glasser
condition2:task2	0.0936625277685692	0.146827830929475	3221.05145311723	0.637907181326936	0.52357944721221	74	Glasser
condition2:task3	-1.13151800402863	0.154145620775982	3221.05145144123	-7.34057833321808	2.67964269753154e-13	74	Glasser
(Intercept)	0.712840519350653	0.0951335204384358	3983.53741374845	7.49305309070273	8.24297783817623e-14	75	Glasser
condition2	1.09253365116271	0.120330587317257	3225.15606534682	9.07943421137133	1.85518241022504e-19	75	Glasser
task2	-0.314693635534599	0.096968169533811	3871.58310614247	-3.24532923584652	0.00118313092110491	75	Glasser
task3	-1.07669102335204	0.0981834870074964	3679.82872638492	-10.966111065803	1.47823784023003e-27	75	Glasser
condition2:task2	0.027714978440703	0.123940885530198	3225.1560659366	0.223614494298173	0.823071447074173	75	Glasser
condition2:task3	-1.28385689132018	0.130118007047002	3225.15606380081	-9.86686562803271	1.20851547873471e-22	75	Glasser
(Intercept)	0.736115894766948	0.102142635407171	3987.39906092865	7.20674468435801	6.82023987334878e-13	76	Glasser
condition2	0.9379523372093	0.131328474424894	3211.54623838252	7.1420332971713	1.13249196164132e-12	76	Glasser
task2	-0.29062470933456	0.104506420384682	3914.76837876611	-2.780926839373	0.0054463204737117	76	Glasser
task3	-1.07153648063358	0.106302740444741	3718.30020677314	-10.0800456897966	1.35662499552763e-23	76	Glasser
condition2:task2	-0.0215513726200686	0.135268744036264	3211.54623889876	-0.159322634165147	0.873424707485796	76	Glasser
condition2:task3	-1.16296474272111	0.142010437592535	3211.54623768501	-8.18929060734228	3.74975516737767e-16	76	Glasser
(Intercept)	0.416627756504672	0.0839033057357615	3978.79656095025	4.96557022218847	7.13723987547138e-07	77	Glasser
condition2	-0.0396724999999979	0.108190938622442	3214.1316663616	-0.366689673877814	0.713874647156107	77	Glasser
task2	-0.0792374640959357	0.0858986241091411	3913.57486094111	-0.922453239707986	0.356349074276245	77	Glasser
task3	-0.377987698770285	0.0874512522082557	3720.70051341069	-4.32226742585856	1.58474898116833e-05	77	Glasser
condition2:task2	0.146996192471588	0.111446096086673	3214.13166519829	1.31898915828571	0.187266699109682	77	Glasser
condition2:task3	0.0313724191321488	0.117007649622676	3214.13166949037	0.268122804221074	0.788621998728396	77	Glasser
(Intercept)	0.407822239270236	0.105045823237342	3985.01849995861	3.88232703311581	0.000105136969133377	78	Glasser
condition2	0.660670093023202	0.128477983351141	3239.71402064076	5.14228255916452	2.87533982377466e-07	78	Glasser
task2	0.234656810049786	0.105816196831962	3762.17275140566	2.21758877256214	0.0266424147024784	78	Glasser
task3	0.17635465479767	0.106295168775948	3593.4472497829	1.65910320128843	0.0971822638750384	78	Glasser
condition2:task2	-0.134883725459467	0.132332729214485	3239.71402050308	-1.01927713771283	0.308147523146762	78	Glasser
condition2:task3	-0.524673331212184	0.138928093976576	3239.71402105692	-3.77658194389861	0.000161850594447591	78	Glasser
(Intercept)	0.916360628483486	0.114247512368515	3982.15568445626	8.02083659841703	1.36899892037602e-15	79	Glasser
condition2	1.09765011627903	0.141637684893642	3227.99099778102	7.74970388073823	1.22490452506621e-14	79	Glasser
task2	-0.109002342627339	0.11571560745633	3806.18162058907	-0.941984793783984	0.346260207674307	79	Glasser
task3	-0.405060312311971	0.116581687147007	3624.50519883045	-3.47447632835505	0.00051785032024651	79	Glasser
condition2:task2	-0.131042716137387	0.14588726342606	3227.99099769989	-0.898246447701748	0.36912116871092	79	Glasser
condition2:task3	-0.827041108405012	0.153158176088025	3227.99099823491	-5.3999148431337	7.14991020327801e-08	79	Glasser
(Intercept)	0.301223559686359	0.0956143474024698	3990.93537302853	3.15040125116806	0.00164252260082333	80	Glasser
condition2	0.37254709302323	0.115169128411119	3238.91708807077	3.23478260331493	0.00122959260813069	80	Glasser
task2	0.507838267728236	0.095609684320726	3707.85565926952	5.31157770613148	1.15070412869144e-07	80	Glasser
task3	0.639148333859345	0.095766352879938	3552.57070522287	6.6740385807596	2.87585096335739e-11	80	Glasser
condition2:task2	0.0307023779399403	0.118624566531706	3238.91708866762	0.258819727124012	0.795790782818179	80	Glasser
condition2:task3	0.0100404817799161	0.124536726665223	3238.91708716963	0.0806226568561309	0.935747028363442	80	Glasser
(Intercept)	0.943337251153556	0.123061396994575	3982.31996599114	7.66558217436085	2.22255705157874e-14	81	Glasser
condition2	1.10282251162773	0.154393854510679	3226.10367420713	7.14291715251823	1.12429762388711e-12	81	Glasser
task2	-0.353595982908703	0.125142938469882	3846.1133835962	-2.82553683996961	0.00474448626873366	81	Glasser
task3	-0.841935147576479	0.126443445427245	3657.40249592822	-6.6585906824322	3.17775686588556e-11	81	Glasser
condition2:task2	0.0230859607518829	0.159026158478077	3226.10367412525	0.145170838387985	0.884585058299326	81	Glasser
condition2:task3	-0.987027171076541	0.16695190389346	3226.10367478635	-5.91204501451154	3.73166922408742e-09	81	Glasser
(Intercept)	0.406473221117114	0.105608403381342	3988.27529037094	3.84887194676522	0.000120520901269491	82	Glasser
condition2	0.781914906976729	0.136018101644785	3223.65135370905	5.74860917423124	9.8371228454608e-09	82	Glasser
task2	-0.0983066399134801	0.108088287354142	3920.62222359956	-0.909503169306282	0.363140492518819	82	Glasser
task3	-0.75780302125326	0.11000168489265	3727.80413397284	-6.88901285460123	6.56686889650738e-12	82	Glasser
condition2:task2	-0.0355144742571819	0.140099074905567	3223.65135343774	-0.253495423014894	0.79990156269428	82	Glasser
condition2:task3	-0.938638454220823	0.147081508558363	3223.65135371475	-6.38175705036615	2.00125447183757e-10	82	Glasser
(Intercept)	0.507899506030747	0.114728541487867	3981.83607805546	4.42696733911205	9.81283310522675e-06	83	Glasser
condition2	0.4158399069766	0.143452625644144	3220.68958852852	2.89879606671092	0.00377130459164314	83	Glasser
task2	-0.0966672412200153	0.116545007895743	3833.49342333947	-0.82944128594929	0.40690639172866	83	Glasser
task3	-0.0855498571990759	0.117656565525783	3644.96567521842	-0.727115030230326	0.467202188405199	83	Glasser
condition2:task2	0.0421775491140562	0.147756658139551	3220.68958907122	0.28545278192622	0.775315630460748	83	Glasser
condition2:task3	0.0274463253068635	0.155120740043117	3220.68958731409	0.176935239602613	0.859570383548715	83	Glasser
(Intercept)	-0.290539576283269	0.0912972438602962	3982.21764251077	-3.18234772484321	0.00147210210871274	84	Glasser
condition2	-0.177674569767507	0.113928357075065	3233.06422476257	-1.55952893844015	0.118969115566225	84	Glasser
task2	0.339502495625019	0.0926823478175535	3830.09080444593	3.66307612635509	0.0002525746217468	84	Glasser
task3	0.56767487157723	0.0935208119495555	3645.78367315547	6.07003788507985	1.40968219870642e-09	84	Glasser
condition2:task2	0.212000043563544	0.117346568131137	3233.06422459326	1.80661477314471	0.0709153060389102	84	Glasser
condition2:task3	0.355968737090345	0.123195033775263	3233.06422491856	2.8894731076556	0.00388456061538525	84	Glasser
(Intercept)	0.0999860527097479	0.106706670675385	3985.4092043396	0.93701782725391	0.34880616445027	85	Glasser
condition2	-0.349575220930221	0.135762873993403	3241.76340039814	-2.57489555610915	0.0100709972821066	85	Glasser
task2	0.117199579194873	0.108926278943526	3891.82253723321	1.07595320735812	0.282014878772772	85	Glasser
task3	0.24655693945064	0.110467554772467	3703.54039528376	2.23193986649274	0.02567852664187	85	Glasser
condition2:task2	0.21301760053362	0.139836189617384	3241.76340030628	1.5233367064454	0.127772027234153	85	Glasser
condition2:task3	0.855119872505022	0.146805521263017	3241.7634009167	5.82484817429303	6.2755055992594e-09	85	Glasser
(Intercept)	-0.177973293415506	0.0915957409347807	3983.8448866551	-1.94303022825297	0.0520828605149102	86	Glasser
condition2	-0.192825976744193	0.115419210966826	3252.23964242758	-1.67065755456962	0.0948855564171603	86	Glasser
task2	0.320123026762314	0.0932650582668557	3865.92088852703	3.43240043711074	0.00060454302459816	86	Glasser
task3	0.370909362011077	0.094339914362506	3682.47998281416	3.93162707977282	8.59247921466216e-05	86	Glasser
condition2:task2	0.167129535526063	0.11888215235507	3252.2396417415	1.40584210678564	0.159866542108998	86	Glasser
condition2:task3	0.466248449185139	0.124807150374368	3252.23964391521	3.73575109908841	0.000190368723630812	86	Glasser
(Intercept)	0.111739586695656	0.141515231267108	3991.49230336469	0.789594064858995	0.429811776831383	87	Glasser
condition2	0.579266209302333	0.183876380355405	3242.82209799033	3.15030243788082	0.00164586664850896	87	Glasser
task2	-0.0238249465857206	0.145059827497002	3942.09753700348	-0.164242209554626	0.869548894102771	87	Glasser
task3	-0.492994782298254	0.148019087474221	3757.08281805521	-3.33061627868848	0.000874905987503655	87	Glasser
condition2:task2	-0.0763451165261329	0.189393253348379	3242.82209879706	-0.403103675428713	0.686898531061463	87	Glasser
condition2:task3	-1.02644034709761	0.198832472177509	3242.82210045204	-5.16233759936982	2.585745008377e-07	87	Glasser
(Intercept)	0.303330434718082	0.0762256496782122	3972.72670699158	3.97937486920212	7.03296368157063e-05	88	Glasser
condition2	0.368889639534882	0.0974734180421993	3219.92603373741	3.78451527548955	0.000156813545431549	88	Glasser
task2	-0.165403340130463	0.0779092329643788	3890.26365425188	-2.12302616566753	0.03381463107841	88	Glasser
task3	-0.506653167592488	0.0791224253811175	3699.24020714645	-6.40340794853086	1.71019122878738e-10	88	Glasser
condition2:task2	-0.068779972394056	0.100410226492339	3219.92603453052	-0.684989714661223	0.493399716157066	88	Glasser
condition2:task3	-0.696159018233108	0.105416735366417	3219.92603636394	-6.60387571113196	4.66770304395232e-11	88	Glasser
(Intercept)	0.144216624695579	0.12062494332235	3974.26357581169	1.19557879758073	0.231932300899443	89	Glasser
condition2	-0.405616348837224	0.152708551411528	3225.0222394818	-2.65614692227775	0.00794283375562197	89	Glasser
task2	0.0646486345077528	0.122987988148179	3866.38847108962	0.525649988109914	0.599161562669483	89	Glasser
task3	0.0941373961248896	0.124560221675161	3676.68473376293	0.755758097239016	0.449842658945174	89	Glasser
condition2:task2	0.191054545570181	0.157303117160826	3225.02224015283	1.21456299797827	0.224621730285209	89	Glasser
condition2:task3	0.679918761066021	0.16515309789761	3225.02223880558	4.11689983246666	3.93629214282625e-05	89	Glasser
(Intercept)	0.119784855127434	0.0845629355894045	3967.38502984498	1.41651722817488	0.156702633762085	90	Glasser
condition2	-0.0648160000000025	0.10831474739915	3217.98010087744	-0.598404202164175	0.549612377715118	90	Glasser
task2	0.0173388911590218	0.0864649423301537	3889.28451000332	0.200530882132735	0.841075892996598	90	Glasser
task3	0.0578489518816201	0.0878572266782719	3698.97893483937	0.658442726555206	0.510294667224453	90	Glasser
condition2:task2	0.0365429052706574	0.111582778514196	3217.98010109506	0.327495925063457	0.743314127559535	90	Glasser
condition2:task3	0.111332498023718	0.117158333681777	3217.98010148747	0.95027382624028	0.342044496802073	90	Glasser
(Intercept)	0.130796592832054	0.0659220628287386	3973.51889924878	1.98410952599975	0.0473123244358435	91	Glasser
condition2	-0.0963118372093018	0.0844097076383769	3234.13416492605	-1.14100427431778	0.253952624722315	91	Glasser
task2	0.0330900498403839	0.0673974342458341	3895.88941432104	0.490968984363515	0.623476038288881	91	Glasser
task3	0.0123633518692125	0.0684729085657396	3708.82883014615	0.180558298576475	0.856724155753342	91	Glasser
condition2:task2	0.0182227170101555	0.0869529152907327	3234.13416441066	0.209569937353183	0.834016544781247	91	Glasser
condition2:task3	0.214504497958809	0.0912884352595404	3234.13416575406	2.34974449226734	0.0188461107072249	91	Glasser
(Intercept)	0.167882830344379	0.0452870353656373	3973.4735004655	3.70708369379738	0.000212518220548	92	Glasser
condition2	-0.0130586162790941	0.0581434079697257	3206.92935688537	-0.224593238254859	0.822310033924438	92	Glasser
task2	-0.092301165019681	0.0463264519263137	3898.60185627298	-1.99240738674514	0.0463959957049509	92	Glasser
task3	-0.244837951767502	0.0471021561245021	3704.20162709242	-5.19802004647807	2.12304083483325e-07	92	Glasser
condition2:task2	0.00794368100171193	0.0598952296999485	3206.92935698879	0.132626271599702	0.894497274858615	92	Glasser
condition2:task3	-0.0303076637998003	0.0628816386493457	3206.92935677318	-0.481979548414897	0.629853365411134	92	Glasser
(Intercept)	0.0948097768864144	0.0330388955098248	3968.94841202417	2.86964123416961	0.00413109761729961	93	Glasser
condition2	0.0640315813953685	0.0415121140558539	3215.15875131981	1.54247941478517	0.123055548208522	93	Glasser
task2	-0.0778643782298819	0.0336157385448607	3837.81415699048	-2.31630722989979	0.0205939233563962	93	Glasser
task3	-0.147590122466136	0.0339771426347742	3648.94184968565	-4.3438061891374	1.43844469408136e-05	93	Glasser
condition2:task2	-0.0243080301862653	0.0427628460994312	3215.15875196789	-0.568438081266734	0.569777237040758	93	Glasser
condition2:task3	-0.136749640566968	0.0448950250214057	3215.15874915551	-3.04598650968045	0.00233800026127262	93	Glasser
(Intercept)	0.436506010046453	0.0711292820433705	3978.42201135304	6.13679763814145	9.24287448211581e-10	94	Glasser
condition2	0.346868197674448	0.0904517853678923	3207.2913025722	3.83484080788057	0.000128061325106443	94	Glasser
task2	-0.197478175234517	0.0726026239761902	3879.31722287886	-2.71998675005575	0.00655754680574059	94	Glasser
task3	-0.561920298694247	0.0736227312466156	3682.83210076057	-7.63242940297843	2.9161577952765e-14	94	Glasser
condition2:task2	-0.0306755998021089	0.0931694182942369	3207.29130284572	-0.329245372180309	0.741991729020157	94	Glasser
condition2:task3	-0.531543288404234	0.0978228948267619	3207.29130174767	-5.43373092102378	5.93112381205664e-08	94	Glasser
(Intercept)	-0.065565987798458	0.0802483371169309	3983.80346473461	-0.817038584898288	0.413955234771604	95	Glasser
condition2	-0.0771733488373267	0.0987792634207956	3247.94568245278	-0.781270746154194	0.434700213812265	95	Glasser
task2	0.412029994325579	0.08105575397413	3787.59926134674	5.08329111906211	3.88887373976547e-07	95	Glasser
task3	1.13516284970997	0.0815321758490067	3615.76672251036	13.9228818302634	5.80250575136881e-43	95	Glasser
condition2:task2	0.0810771569109848	0.101742953752195	3247.94568134719	0.796882279518405	0.425577649585035	95	Glasser
condition2:task3	0.510061187420008	0.10681374686552	3247.94568479112	4.77523916525637	1.87432528402507e-06	95	Glasser
(Intercept)	-0.0810057247515619	0.071005842759098	3986.48441173933	-1.14083181895877	0.254008446012098	96	Glasser
condition2	0.0708807558140847	0.0865028961681533	3246.70027728769	0.819403268028152	0.412616515456791	96	Glasser
task2	0.322102387111766	0.0713995304807197	3750.8720711175	4.51126758037637	6.6414823825202e-06	96	Glasser
task3	1.21197064599356	0.0716662415090883	3587.03507558861	16.9113186414257	8.66702395972196e-62	96	Glasser
condition2:task2	0.0606778405031918	0.0890982566530712	3246.70027813383	0.681021635916602	0.49590636737987	96	Glasser
condition2:task3	0.233693039461501	0.0935388474712415	3246.70027554196	2.49835277832935	0.0125262727580128	96	Glasser
(Intercept)	0.265172030902653	0.135368195452154	3988.75348733075	1.958894628217	0.0501947016917746	97	Glasser
condition2	0.592059348837427	0.163974273217659	3250.79305571073	3.61068439102961	0.000310002562526298	97	Glasser
task2	0.403525600768794	0.135748965895321	3732.56673821025	2.97258692254025	0.00297188669162081	97	Glasser
task3	1.28237033441077	0.136108421750284	3574.60005818137	9.4216824934133	7.72765690408965e-21	97	Glasser
condition2:task2	0.00610545569514824	0.168894020048158	3250.79305598167	0.0361496262177154	0.971165271695424	97	Glasser
condition2:task3	-0.0931040752153894	0.177311572342027	3250.79305550443	-0.525087415252263	0.599558232526012	97	Glasser
(Intercept)	0.0685866883668853	0.108454402580701	3989.31543411587	0.632401144949831	0.527161028458671	98	Glasser
condition2	0.0298907325581292	0.139818953343509	3250.75035081547	0.213781692991889	0.830730708867882	98	Glasser
task2	0.0415044742771013	0.111021337111518	3926.39436265055	0.37384232037677	0.708541816274019	98	Glasser
task3	-0.472018445677878	0.113019001984082	3741.27784492045	-4.17645207789357	3.02843171146455e-05	98	Glasser
condition2:task2	-0.0618953940312155	0.14401396417696	3250.75035040946	-0.429787447244771	0.667378751115173	98	Glasser
condition2:task3	-0.267722224684115	0.151191512998175	3250.75035153415	-1.77074902800494	0.0766961407150414	98	Glasser
(Intercept)	0.505795267682689	0.0727784222706862	3983.15182125846	6.9497970950988	4.25531763930694e-12	99	Glasser
condition2	0.147829674418534	0.0896276692120471	3232.33895913162	1.6493754185305	0.0991679167349886	99	Glasser
task2	-0.46968575003278	0.0735250178595453	3784.05519378481	-6.38810793531556	1.88333504521859e-10	99	Glasser
task3	-0.607532585247973	0.0739649223487903	3608.15330440652	-8.21379332196256	2.95336884261266e-16	99	Glasser
condition2:task2	-0.0505360773930351	0.0923167827716213	3232.33895834085	-0.547420261796322	0.584127832195551	99	Glasser
condition2:task3	-0.357223325993331	0.0969177825368015	3232.33896158201	-3.68583882795386	0.000231692943950777	99	Glasser
(Intercept)	0.606833895549626	0.0715127578995087	3982.40016999832	8.4856732333322	2.98482048275558e-17	100	Glasser
condition2	0.230847046511809	0.0884311429176294	3228.23089075256	2.61047227136751	0.00908353207616293	100	Glasser
task2	-0.506048818603789	0.0723625346345082	3797.26479143806	-6.99324341193633	3.15987208417111e-12	100	Glasser
task3	-0.701440502040109	0.0728616585418628	3617.38458490515	-9.6270180514364	1.11620311873116e-21	100	Glasser
condition2:task2	-0.133451375831931	0.0910843569038799	3228.23088934382	-1.46514045186443	0.142979983525609	100	Glasser
condition2:task3	-0.414733540606303	0.0956239334807966	3228.23089428855	-4.33713115022183	1.48772665483428e-05	100	Glasser
(Intercept)	0.323001481276245	0.0533144671470065	3983.52222908281	6.05842088575354	1.50194712802907e-09	101	Glasser
condition2	0.0942180000000042	0.0656523420489623	3242.16136682197	1.43510493395252	0.15135365445382	101	Glasser
task2	-0.170413002242152	0.0538596782589417	3787.06987389063	-3.16401819971623	0.00156839480241239	101	Glasser
task3	-0.29623043733621	0.0541809936745757	3613.56490545746	-5.46742348646173	4.87557141642554e-08	101	Glasser
condition2:task2	-0.0275911388102037	0.0676221199621198	3242.16136597304	-0.408019429524829	0.683286352747254	101	Glasser
condition2:task3	-0.247176228346461	0.0709923561068993	3242.16136850455	-3.48173017351708	0.000504766633501625	101	Glasser
(Intercept)	0.339846153240684	0.0401849436252279	3982.05938473694	8.45705188515756	3.79987338565533e-17	102	Glasser
condition2	0.113612732558069	0.0502648384611281	3225.95829880536	2.26028245661091	0.0238701218009586	102	Glasser
task2	-0.316678367415137	0.040826138913517	3836.13149921679	-7.75675525148153	1.10897491064013e-14	102	Glasser
task3	-0.489768912946292	0.0412193640762733	3648.77858438692	-11.8820104075359	5.66455807477062e-32	102	Glasser
condition2:task2	-0.0797328919065081	0.0517729425975397	3225.95829952169	-1.54004945259374	0.123646376868247	102	Glasser
condition2:task3	-0.261370876258853	0.0543532675350246	3225.95829737103	-4.80874265913137	1.58834621730528e-06	102	Glasser
(Intercept)	1.15200207148093	0.0433587820207011	3982.22837139912	26.5690597796525	2.4700590602987e-143	103	Glasser
condition2	0.233493593023468	0.0544024981744464	3223.44255319111	4.29196453947299	1.82312724949166e-05	103	Glasser
task2	-1.26407281569242	0.044093223564753	3845.71624666336	-28.6681878415187	5.56553270686338e-164	103	Glasser
task3	-1.34898150872055	0.0445523198442732	3656.27350414695	-30.2785918541557	6.775389226815e-180	103	Glasser
condition2:task2	-0.213488102938491	0.0560347451892549	3223.44255276814	-3.80992368605308	0.000141603834319091	103	Glasser
condition2:task3	-0.327444224913245	0.0588274751969234	3223.44255435322	-5.56617845347152	2.81705541178131e-08	103	Glasser
(Intercept)	0.962157590271872	0.0729238984838722	3996.00701016506	13.1939955251386	6.12694081746516e-39	104	Glasser
condition2	0.443673651162929	0.0869121066548856	3225.3502434804	5.10485441256979	3.50229120068504e-07	104	Glasser
task2	-0.551172572106335	0.0724965562473181	3664.973179957	-7.60274143541439	3.66102125316066e-14	104	Glasser
task3	-0.943071337595053	0.0724898712674364	3517.22522762996	-13.0096980599646	7.9353524733207e-38	104	Glasser
condition2:task2	-0.0933338452139247	0.0895197447486964	3225.3502444515	-1.0426062482186	0.297208834003779	104	Glasser
condition2:task3	-0.580100458249553	0.093981342219946	3225.35024131411	-6.1725066331989	7.55920504521167e-10	104	Glasser
(Intercept)	0.736510519046244	0.0846966310156321	3992.53983393808	8.69586558773877	4.94786380989454e-18	105	Glasser
condition2	0.457992220930272	0.101646558317776	3231.12480369105	4.50573269287147	6.8488925366534e-06	105	Glasser
task2	-0.415467354150203	0.084528069202401	3691.60667499638	-4.91514071089656	9.25764446287464e-07	105	Glasser
task3	-0.727863825158719	0.0846140841820893	3538.2272254389	-8.602159229099	1.15759705210266e-17	105	Glasser
condition2:task2	-0.026036490052088	0.104696276565048	3231.1248025417	-0.248685921852355	0.80361954442212	105	Glasser
condition2:task3	-0.630485528016883	0.109914261089949	3231.1248063745	-5.73615763564037	1.05779224547648e-08	105	Glasser
(Intercept)	0.344131423941897	0.056561704665496	3984.64347731627	6.08417702360773	1.28120132449617e-09	106	Glasser
condition2	0.0147046627907067	0.0718558732136846	3229.59728059172	0.204641070145763	0.837865460318761	106	Glasser
task2	-0.335027501700714	0.0577172093774997	3885.37246866395	-5.80463791153631	6.96609790918418e-09	106	Glasser
task3	-0.417578842579266	0.0585097657028204	3693.95700123352	-7.13690847268488	1.14367223843407e-12	106	Glasser
condition2:task2	-0.011506237153313	0.0740117766829225	3229.5972799602	-0.155464949890441	0.87646449950221	106	Glasser
condition2:task3	-0.148279757278896	0.0777004685644532	3229.59728115719	-1.90835087636437	0.0564344554533507	106	Glasser
(Intercept)	1.16086915326904	0.08286149292148	3983.71944881898	14.0097542578564	1.44616691302369e-43	107	Glasser
condition2	1.15745748837212	0.104674574822235	3237.09075146268	11.057675565798	6.32283845402502e-28	107	Glasser
task2	-0.832893168571555	0.0844304170678802	3870.2106901039	-9.86484726117043	1.09253969922215e-22	107	Glasser
task3	-1.22452580029975	0.0854595854364427	3682.00037302656	-14.328712151435	2.35018393411053e-45	107	Glasser
condition2:task2	-0.454923467125664	0.107815143141949	3237.09075264772	-4.21947653982812	2.5159206841588e-05	107	Glasser
condition2:task3	-1.30519984270283	0.113188569656456	3237.09074899693	-11.5311983061921	3.54062662658722e-30	107	Glasser
(Intercept)	0.269126391865699	0.0794076366579562	3981.85924328189	3.38917518758235	0.000707845427439937	108	Glasser
condition2	0.452357651162875	0.0994382582817808	3218.52193661993	4.54913087758453	5.58577446677636e-06	108	Glasser
task2	0.0877117447049765	0.080703642649258	3837.99944597078	1.08683749364544	0.277176885784738	108	Glasser
task3	-0.0623214196394382	0.0815038111788559	3648.16382090088	-0.764644238570354	0.444532875023543	108	Glasser
condition2:task2	-0.0363363522960222	0.102421720543344	3218.52193521857	-0.354771938054342	0.722783696736384	108	Glasser
condition2:task3	-0.381012952343982	0.107526342888503	3218.52193986478	-3.54343821345308	0.000400559726260711	108	Glasser
(Intercept)	0.171978469071679	0.0634091999642504	3983.42606392282	2.71220058238614	0.0067125228607682	109	Glasser
condition2	0.0821048953488048	0.0800166940561354	3234.13967050605	1.0260970703339	0.304922568875248	109	Glasser
task2	0.154837259129172	0.064590971626463	3866.35353537392	2.3971966240826	0.0165682324076448	109	Glasser
task3	0.157966028781828	0.0653600172975954	3677.65372387262	2.41686026585001	0.0157033899766957	109	Glasser
condition2:task2	0.0398625352460943	0.0824174479624942	3234.13967039048	0.483666216700068	0.628655517382118	109	Glasser
condition2:task3	0.118664506225995	0.086525072246372	3234.13967044763	1.37144648533906	0.170330955322197	109	Glasser
(Intercept)	0.321677010523313	0.062902305289672	3991.69235520504	5.11391449076399	3.30360305212662e-07	110	Glasser
