effect	estimate	se	df	t_value	p_value	roi	atlas
condition2:task2	-0.0346011786349757	0.0721114244481785	3230.05483020094	-0.479829359907336	0.631381222727022	51	DKT
condition2:task3	-0.50672610204177	0.0757054041882838	3230.05482866699	-6.69339405125573	2.56079893843479e-11	51	DKT
(Intercept)	1.02563816213258	0.062817942830382	3981.98543945089	16.3271529744608	4.68262809816365e-58	52	DKT
condition2	1.05492398837227	0.0787313768879554	3219.89325792327	13.3990288252364	7.03082636184416e-40	52	DKT
task2	-0.758874749517974	0.0638603513075684	3841.20976450286	-11.8833475541503	5.22131946057892e-32	52	DKT
task3	-1.14565385333024	0.0645073792694639	3651.328394898	-17.7600433672022	9.44064977791827e-68	52	DKT
condition2:task2	-0.449388519533746	0.0810935672139411	3219.89325726335	-5.5416050245782	3.23845117698384e-08	52	DKT
condition2:task3	-1.25954798246677	0.0851352102663425	3219.89325937164	-14.7946775314974	5.75724137403799e-48	52	DKT
(Intercept)	-0.0469976323829197	0.0259610924205087	3986.05617452552	-1.81031027591861	0.0703229546321131	53	DKT
condition2	0.00982281395348747	0.0331842269397503	3224.22980896497	0.296008521497936	0.767242636659364	53	DKT
task2	-0.0697192662075985	0.02652949652937	3901.50637309881	-2.6279905512121	0.00862273485522218	53	DKT
task3	0.0144541021338358	0.0269399833590417	3708.16501553455	0.53652973504843	0.591624676325315	53	DKT
condition2:task2	0.0445535401541612	0.0341798587062815	3224.22980929709	1.30350275982777	0.192496241355009	53	DKT
condition2:task3	6.04380150160866e-05	0.0358833574327323	3224.22980830606	0.00168429097331221	0.998656235068826	53	DKT
(Intercept)	0.03228329286261	0.0376332005653398	3983.31102516593	0.857840746405791	0.39103201797834	54	DKT
condition2	-0.0021401395348844	0.0474896495095656	3230.95460914749	-0.0450653891318638	0.964057973790626	54	DKT
task2	-0.0518302354291389	0.0383345662946258	3865.66041122006	-1.35204961054705	0.176438540948746	54	DKT
task3	-0.085771640133508	0.0387909805609456	3676.10882389002	-2.21112327899909	0.0270886258184168	54	DKT
condition2:task2	0.0311701303280856	0.0489144891997898	3230.95460937767	0.637237163016712	0.524015524021966	54	DKT
condition2:task3	-0.0826546321186591	0.0513523509467581	3230.9546085342	-1.60955887305637	0.107591884259626	54	DKT
(Intercept)	0.705241293576071	0.0805209797596062	3982.46712986534	8.75847879250295	2.87720064226419e-18	55	DKT
condition2	0.622641523255864	0.10121359889017	3224.10587815084	6.15175757095163	8.60506990341248e-10	55	DKT
task2	-0.349778948502956	0.0819296310359018	3851.77611663008	-4.26926063355127	2.00847683449726e-05	55	DKT
task3	-0.528542694014783	0.0828209405735251	3661.75808539695	-6.38175188973571	1.96977387580085e-10	55	DKT
condition2:task2	-0.150331532462666	0.104250326985207	3224.10587807799	-1.44202456539055	0.149392570811779	55	DKT
condition2:task3	-0.436591196484214	0.109446085714856	3224.10587832655	-3.98909831843306	6.77989799552913e-05	55	DKT
(Intercept)	0.436044669720662	0.0735619550658287	3988.38503754906	5.92758402533561	3.33450890707283e-09	56	DKT
condition2	0.154630151162868	0.09474220636245	3227.77312058257	1.63211473639645	0.102752863736532	56	DKT
task2	-0.106131449643665	0.0752890646588348	3921.12489924682	-1.409652917387	0.158721500262643	56	DKT
task3	-0.424562682739815	0.0766214284525407	3729.45051662064	-5.54104369122783	3.21475339895705e-08	56	DKT
condition2:task2	0.066680911160074	0.0975847722132978	3227.77312099189	0.683312669053783	0.494458334528913	56	DKT
condition2:task3	-0.160892383446333	0.102448324652612	3227.77311969399	-1.57047354353424	0.116403000151604	56	DKT
(Intercept)	0.677474813804117	0.080422089095424	3985.3021491275	8.42398924753454	5.01591405403897e-17	57	DKT
condition2	0.774824209302505	0.102484041710976	3226.39459167593	7.56043766782396	5.20439868093164e-14	57	DKT
task2	-0.384553749185996	0.0821259110424434	3893.52567673915	-4.68248990245301	2.93070140887064e-06	57	DKT
task3	-0.870725836876024	0.0833248463629973	3700.89489923539	-10.4497742856049	3.28337984986454e-25	57	DKT
condition2:task2	-0.249337403353508	0.105558887108918	3226.39459211911	-2.36206926941391	0.0182323106483042	57	DKT
condition2:task3	-0.851055193554481	0.110819863501502	3226.39459015924	-7.67962679852016	2.10111513139476e-14	57	DKT
(Intercept)	-0.0622336909526646	0.10216407596619	3988.36746618437	-0.609154346712438	0.5424568333198	58	DKT
condition2	0.0538315930232957	0.123829428550083	3245.99346615414	0.434723745830125	0.663791857999664	58	DKT
task2	-0.087685277188746	0.102482306936634	3732.71720663858	-0.855613810908482	0.392266344977994	58	DKT
task3	1.43670696015527	0.102765341885755	3573.18116462068	13.9804620292362	2.77804241226579e-43	58	DKT
condition2:task2	0.235909096778404	0.127544703066488	3245.99346543053	1.84961892659256	0.0644593349373953	58	DKT
condition2:task3	0.327535405008195	0.133901436167885	3245.99346822373	2.44609329355909	0.0144940958704848	58	DKT
(Intercept)	0.315438605005447	0.0640872885174512	3987.25435221893	4.92201515000204	8.91205850420207e-07	59	DKT
condition2	0.147009709302327	0.0820561698965175	3247.85103037855	1.79157410695288	0.0732942815370479	59	DKT
task2	-0.279869214294135	0.0655143414266656	3909.59640798846	-4.27187709132985	1.98446158894583e-05	59	DKT
task3	-0.110889373114566	0.0665599670008204	3722.80894277036	-1.66600703262367	0.095796143886732	59	DKT
condition2:task2	-0.0590162893306551	0.0845181145287426	3247.85103031293	-0.698267935338111	0.485059638055049	59	DKT
condition2:task3	-0.133215028199963	0.0887304344712847	3247.85103099115	-1.50134538384431	0.133363460420141	59	DKT
(Intercept)	-0.00832866604879015	0.0327877637117248	3983.79113357683	-0.254017508544258	0.799495141012189	60	DKT
condition2	-0.0164743488372104	0.041494299236487	3229.26947324079	-0.397026799833846	0.691373935135802	60	DKT
task2	-0.0274777949195287	0.0334248607613379	3874.05528461088	-0.822076570960976	0.41108391030182	60	DKT
task3	-0.0578729543760204	0.0338486636264306	3683.2805073475	-1.70975596007963	0.0873952356623828	60	DKT
condition2:task2	0.00368566328480277	0.0427392594558349	3229.26947255345	0.0862360118478747	0.93128415027309	60	DKT
condition2:task3	-0.0331395389580653	0.0448693523470345	3229.26947520727	-0.738578500125276	0.460216657139673	60	DKT
(Intercept)	0.453864982617234	0.0698360210763318	3986.36600783403	6.49900976060983	9.08230970700682e-11	61	DKT
condition2	0.309338534883658	0.0849583350448669	3226.99409711199	3.64106164180707	0.000275779856426162	61	DKT
task2	-0.111797104127454	0.0701773505049864	3738.1154716362	-1.59306533123547	0.111230082407789	61	DKT
task3	-0.0401751147396104	0.0704202715889442	3571.16524624603	-0.570504967292937	0.5683711466318	61	DKT
condition2:task2	-0.0738934555635412	0.087507353810796	3226.99409755744	-0.844425666479528	0.398494180958681	61	DKT
condition2:task3	-0.249683371497833	0.091868655215017	3226.99409548432	-2.71782982904727	0.00660627291867305	61	DKT
(Intercept)	-0.115256586239365	0.0528320091352168	3986.11725519483	-2.181567351421	0.0291997046871527	62	DKT
condition2	-0.0251748953488507	0.067371294124914	3246.07995928368	-0.373673916700689	0.708671336036515	62	DKT
task2	-0.221161369769118	0.0539598605730374	3898.77125503518	-4.09862752461647	4.24066769378024e-05	62	DKT
task3	0.232263681225977	0.0547580799346992	3711.49741722847	4.24163304306796	2.27313119036612e-05	62	DKT
condition2:task2	0.0587931375584844	0.0693926460372207	3246.07996012724	0.847253144475122	0.396916498372396	62	DKT
condition2:task3	0.148704989837041	0.0728511238842262	3246.07995831099	2.04121751194066	0.0413099224395936	62	DKT
(Intercept)	-0.0790641114100979	0.0385824300261698	3985.68850468937	-2.04922580968773	0.0405053685004892	63	DKT
condition2	-0.073983406976752	0.0492454347455735	3225.23271505269	-1.50234041711658	0.133107113860574	63	DKT
task2	0.0115588999063487	0.0394143475516742	3897.73684311152	0.293266300836122	0.769334222263191	63	DKT
task3	-0.0855785907798202	0.040007717716835	3704.69885185559	-2.1390520545442	0.0324966411036703	63	DKT
condition2:task2	0.0258995613676873	0.0507229535462481	3225.23271544284	0.510608305647513	0.60966030426123	63	DKT
condition2:task3	-0.0337914473539562	0.0532509478106591	3225.23271451468	-0.634569876091338	0.525753988430384	63	DKT
(Intercept)	-0.0631780037114014	0.0819207845085494	3983.87885029598	-0.771208480123966	0.440629105634125	64	DKT
condition2	-0.173462453488357	0.103539180996021	3238.91853000083	-1.67533152010371	0.093965731645505	64	DKT
task2	0.363090068368571	0.083483492834132	3872.13461271838	4.34924385698586	1.40124594253242e-05	64	DKT
task3	0.532655478275767	0.0845125930123048	3684.27954388268	6.30267584143601	3.2709602372167e-10	64	DKT
condition2:task2	0.207044804763141	0.106645683909813	3238.91853101361	1.94142694924468	0.0522931342928125	64	DKT
condition2:task3	0.721903205456861	0.111960825446324	3238.91852768745	6.44781960635825	1.30338818618728e-10	64	DKT
(Intercept)	0.102770196279388	0.0649072187236464	3984.72542637346	1.58334000902041	0.113423346488296	65	DKT
condition2	0.21190655813956	0.0824129784119643	3235.74539362582	2.57127654190928	0.01017672212833	65	DKT
task2	0.0624302383604097	0.0662242400473524	3884.95970667323	0.942709773879929	0.345887990417952	65	DKT
task3	0.00336499913395149	0.0671235700893597	3695.30072300816	0.050131408825123	0.960020379953744	65	DKT
condition2:task2	-0.0515325177712895	0.0848856284282019	3235.74539320585	-0.607081772562676	0.54383924117327	65	DKT
condition2:task3	-0.238772717588378	0.0891162649900448	3235.74539502099	-2.67933937329007	0.00741410443060813	65	DKT
(Intercept)	-0.069852675882221	0.0924986970460322	3983.88952645983	-0.755174700973989	0.450188808016153	66	DKT
condition2	-0.0709162441859961	0.11626203406683	3263.02346898764	-0.609969064752744	0.541924774478945	66	DKT
task2	-0.0630049370078468	0.0941151200808747	3860.66589780303	-0.669445429742911	0.503251412566386	66	DKT
task3	1.38982686909008	0.0951374506444069	3680.9171263651	14.6086200510544	5.00474530932642e-47	66	DKT
condition2:task2	0.154454167698742	0.119750262813838	3263.02346884962	1.28980232752269	0.197210704901982	66	DKT
condition2:task3	0.663567496154492	0.125718526812484	3263.02346905702	5.2781997449289	1.38987088787597e-07	66	DKT
(Intercept)	1.49043786302724	0.0553969670935876	3981.58446839014	26.9046834370787	1.21879621729905e-146	67	DKT
condition2	1.1291128488375	0.0691408710844886	3216.29742695806	16.3306135882747	1.17426373129592e-57	67	DKT
task2	-1.27339892042845	0.0562406299985344	3826.14341043527	-22.6419746802558	1.268333325597e-106	67	DKT
task3	-1.60251864521535	0.0567517918477984	3637.44415535245	-28.2373224357941	8.78712892602472e-159	67	DKT
condition2:task2	-0.552135670367255	0.0712153159025746	3216.29742693079	-7.75304670588836	1.1948735835557e-14	67	DKT
condition2:task3	-1.30043495119972	0.0747646342595153	3216.29742758547	-17.393717819655	7.80515876579303e-65	67	DKT
(Intercept)	0.155480115576939	0.0743625624379524	3982.73581990772	2.09083859511525	0.0366057644318622	68	DKT
condition2	0.0776030697674474	0.0926093716466366	3247.56944268699	0.837961303350078	0.402114102963788	68	DKT
task2	-0.209324886444347	0.0754394326487535	3827.33726235195	-2.77474099545479	0.00555138016916299	68	DKT
task3	0.181140759192099	0.0760850033345891	3647.81385085462	2.38076823622547	0.0173276255075332	68	DKT
condition2:task2	0.0363037531787277	0.0953879457100704	3247.56944279264	0.380590575763862	0.7035319671489	68	DKT
condition2:task3	0.139422400704992	0.100142009951009	3247.56944270126	1.39224687794064	0.163942975538642	68	DKT
(Intercept)	1.67332397371926	0.0586286856761301	3983.5889102418	28.5410452992729	3.5096390393723e-163	71	DKT
condition2	0.261716616279452	0.0742342688078203	3220.60967579616	3.52554986372926	0.000428494741073461	71	DKT
task2	-1.80967670320349	0.0597757779980411	3873.80617262476	-30.2744148852868	6.72645521566828e-181	71	DKT
task3	-1.93351684739272	0.060541836357565	3680.57139169134	-31.9368714878949	8.97370139798912e-198	71	DKT
condition2:task2	-0.28846838894236	0.076461531667506	3220.60967600604	-3.77272574393054	0.000164379626403395	71	DKT
condition2:task3	-0.411867254074739	0.0802723175147317	3220.60967528046	-5.13087533568659	3.05472269784448e-07	71	DKT
(Intercept)	0.177826566595511	0.0431083798998406	3986.3986252505	4.125104376659	3.78126460538386e-05	72	DKT
condition2	-0.027892558139552	0.0550895762840875	3237.14832104604	-0.506312809445382	0.612671551554209	72	DKT
task2	-0.157179493662181	0.0440499518884575	3902.97687045701	-3.56821033676015	0.000363749174000981	72	DKT
task3	-0.158825003106928	0.0447285773625977	3713.19924328754	-3.55086194267691	0.000388736983704933	72	DKT
condition2:task2	0.0393996721622147	0.0567424378153435	3237.14832078244	0.694359877353751	0.48750637665304	72	DKT
condition2:task3	0.0739335305804972	0.0595704386969382	3237.14832057753	1.24111106444306	0.214654652315548	72	DKT
(Intercept)	-0.145612596105203	0.0891550650463195	3993.77137155347	-1.6332509659384	0.102495050517583	1	Glasser
condition2	0.0350285581395432	0.10678206456853	3241.84207366414	0.328037843069262	0.74290423396976	1	Glasser
task2	-0.0880663154456025	0.0888797453063184	3689.69959413937	-0.990847972640871	0.321824793115526	1	Glasser
task3	1.14507087413397	0.0889407568862623	3540.34085572418	12.8745348501845	4.20481095389884e-37	1	Glasser
condition2:task2	0.243191810132412	0.109985864246409	3241.84207355544	2.2111187814788	0.0270971551182742	1	Glasser
condition2:task3	0.291534367057303	0.115467477885639	3241.84207355552	2.52481800413137	0.0116231545260652	1	Glasser
(Intercept)	0.124391803737917	0.087138957856027	3993.38661225387	1.4275108034163	0.153510903288374	2	Glasser
condition2	0.302250395348855	0.10445477953511	3243.51884990999	2.89360043354705	0.0038339197134214	2	Glasser
task2	0.0465455302906511	0.0869098693396897	3693.33172225226	0.535560928169465	0.592294285129412	2	Glasser
task3	0.187407486175649	0.0869814175974944	3543.50833581299	2.15456923273975	0.03126275281114	2	Glasser
condition2:task2	0.128619569240378	0.107588753301019	3243.51884896704	1.19547411131828	0.231989240025787	2	Glasser
condition2:task3	-0.331607330388226	0.112950896714299	3243.51885245364	-2.93585389788452	0.0033496913753693	2	Glasser
(Intercept)	-0.241490578036795	0.100007628220307	3985.2439126943	-2.41472158008602	0.0157919948897395	3	Glasser
condition2	-0.114965616279022	0.121940899905479	3217.35138874374	-0.942797833771408	0.345855107068228	3	Glasser
task2	-0.326022640950371	0.100602477901527	3742.61440298116	-3.24070189672159	0.00120279855018837	3	Glasser
task3	0.235015248831995	0.100995633890447	3571.49030847211	2.3269842445558	0.0200217429265252	3	Glasser
condition2:task2	0.160633631859757	0.125599512589322	3217.35138939649	1.27893515307648	0.201012129083251	3	Glasser
condition2:task3	0.232346141869571	0.131859298844654	3217.35138710908	1.76207627300751	0.0781513608978386	3	Glasser
(Intercept)	-0.247948940754071	0.0866062957094053	4000.38691137651	-2.86294360846499	0.00421907656833543	4	Glasser
condition2	-0.00388991860460011	0.10234294739869	3236.86012206786	-0.0380086630634784	0.969683118773812	4	Glasser
task2	0.0936726305182823	0.0856610625588331	3642.87279685649	1.09352636682445	0.274235062794029	4	Glasser
task3	0.714774357508952	0.0855469063031028	3505.41678049614	8.35535016282671	9.28409770258143e-17	4	Glasser
condition2:task2	0.238328371154173	0.105413559520997	3236.86012245126	2.26088913264238	0.0238322520250448	4	Glasser
condition2:task3	0.226483152856568	0.11066729289473	3236.86012159297	2.0465229331308	0.0407855615309399	4	Glasser
(Intercept)	-0.197978954172476	0.0977356171793605	4003.219831316	-2.02565819796434	0.0428660337196181	5	Glasser
condition2	-0.0370359418604664	0.114717297694356	3239.89704315895	-0.32284531282407	0.746833227243304	5	Glasser
task2	-0.0235001808083864	0.0962560687827157	3623.59944554417	-0.244142328952107	0.807134412373708	5	Glasser
task3	0.356046413519384	0.0960418378719371	3492.97893938862	3.70720116782999	0.000212815158466357	5	Glasser
condition2:task2	0.222902575713158	0.118159179464346	3239.8970428555	1.88646008480804	0.0593223341434703	5	Glasser
condition2:task3	0.225636237136057	0.124048145052696	3239.89704383552	1.81894083978608	0.0690127288646093	5	Glasser
(Intercept)	-0.134511040319105	0.093016335803937	3999.00440950152	-1.44610125905875	0.148227169191391	6	Glasser
condition2	-0.0303137441860265	0.11024267335578	3238.64211300481	-0.274972869064927	0.783354622317545	6	Glasser
task2	0.769737332481598	0.0921673408336451	3653.26668746425	8.35151937247396	9.45023594757356e-17	6	Glasser
task3	1.02588970781305	0.0920827529281648	3513.3183068156	11.1409539266638	2.35379812721951e-28	6	Glasser
condition2:task2	0.0590059686902819	0.11355030224283	3238.64211298584	0.5196460733684	0.603345791881025	6	Glasser
condition2:task3	0.349045039461619	0.119209564819689	3238.64211339268	2.927995249287	0.00343533635417667	6	Glasser
(Intercept)	0.000202502458567282	0.0900654286372096	3999.02655761112	0.00224839276991594	0.998206155780189	7	Glasser
condition2	-0.0292589767444136	0.106739630698702	3238.33083244886	-0.274115401682474	0.784013421447694	7	Glasser
